,Date,Stock,Sentiment
121,2021-01-06,TSLA,0.16823073245596606
122,2021-01-07,TSLA,0.22768636466830502
123,2021-01-08,TSLA,0.193991810786305
124,2021-01-09,TSLA,0.2184160995039856
125,2021-01-10,TSLA,0.1828062117699301
126,2021-01-11,TSLA,0.16436963174887934
127,2021-01-12,TSLA,0.21476225087384226
128,2021-01-13,TSLA,0.23562488441029564
129,2021-01-14,TSLA,0.20578508808021434
130,2021-01-15,TSLA,0.13625783849600703
131,2021-01-16,TSLA,0.18336207433859816
132,2021-01-17,TSLA,0.17309878920938354
133,2021-01-18,TSLA,0.24874324991565663
134,2021-01-19,TSLA,0.24654767661588267
135,2021-01-20,TSLA,0.188751249660505
136,2021-01-21,TSLA,0.1428809379551094
137,2021-01-22,TSLA,0.2540035078281071
138,2021-01-23,TSLA,0.26656384955113754
139,2021-01-24,TSLA,0.2509328848589212
140,2021-01-25,TSLA,0.28529105215123857
141,2021-01-26,TSLA,0.17994303939223755
142,2021-01-27,TSLA,0.1652861749334261
143,2021-01-28,TSLA,0.10405243479786441
144,2021-01-29,TSLA,0.1493927044350421
145,2021-01-30,TSLA,0.17631097897060682
146,2021-01-31,TSLA,0.21648966237250716
147,2021-02-01,TSLA,0.3057262632471975
148,2021-02-02,TSLA,0.2060912161465967
149,2021-02-03,TSLA,0.22573014536336997
150,2021-02-04,TSLA,0.23121318488160614
151,2021-02-05,TSLA,0.278513319394202
152,2021-02-06,TSLA,0.2753990164793795
153,2021-02-07,TSLA,0.3182487743408419
154,2021-02-08,TSLA,0.280490042438847
155,2021-02-09,TSLA,0.22504905959579627
156,2021-02-10,TSLA,0.15981236582249403
157,2021-02-11,TSLA,0.19740547311282716
158,2021-02-12,TSLA,0.25130962101137266
159,2021-02-13,TSLA,0.24232463215023745
160,2021-02-14,TSLA,0.28932086134457496
161,2021-02-15,TSLA,0.22610044464096427
162,2021-02-16,TSLA,0.15911498842644506
163,2021-02-17,TSLA,0.1971057087277295
164,2021-02-18,TSLA,0.15939643611805512
165,2021-02-19,TSLA,0.1950182949323207
166,2021-02-20,TSLA,0.2346009585746797
167,2021-02-21,TSLA,0.14232168597436975
168,2021-02-22,TSLA,0.055104592158226294
169,2021-02-23,TSLA,0.2029574812776409
170,2021-02-24,TSLA,0.20451349255244713
171,2021-02-25,TSLA,0.07303883342444897
172,2021-02-26,TSLA,0.15639404746156652
173,2021-02-27,TSLA,0.18349546316172927
174,2021-02-28,TSLA,0.17525369905726984
175,2021-03-01,TSLA,0.25220163640344984
176,2021-03-02,TSLA,0.09157270841300487
177,2021-03-03,TSLA,0.07585256083821877
178,2021-03-04,TSLA,0.09305366799421609
179,2021-03-05,TSLA,0.1630013388550142
180,2021-03-06,TSLA,0.21002466721483506
181,2021-03-07,TSLA,0.19956894376513082
182,2021-03-08,TSLA,0.07911009170173201
183,2021-03-09,TSLA,0.31867003932606897
184,2021-03-10,TSLA,0.19304758146905807
185,2021-03-11,TSLA,0.2207476418496808
186,2021-03-12,TSLA,0.23203588941902853
187,2021-03-13,TSLA,0.2397827179696178
188,2021-03-14,TSLA,0.2536842544298852
189,2021-03-15,TSLA,0.24507708923134486
190,2021-03-16,TSLA,0.20601441351580432
191,2021-03-17,TSLA,0.21343129939376376
192,2021-03-18,TSLA,0.11579584132414311
193,2021-03-19,TSLA,0.23742995138745754
194,2021-03-20,TSLA,0.1909667433758732
195,2021-03-21,TSLA,0.21323611554538366
196,2021-03-22,TSLA,0.15111595033342018
197,2021-03-23,TSLA,0.10812526729132514
198,2021-03-24,TSLA,0.06095279327686876
199,2021-03-25,TSLA,0.1606499591015745
200,2021-03-26,TSLA,0.1944918617545627
201,2021-03-27,TSLA,0.14669283476425335
202,2021-03-28,TSLA,0.23973334560752846
203,2021-03-29,TSLA,0.11110520262527279
204,2021-03-30,TSLA,0.26279256445169447
205,2021-03-31,TSLA,0.2898769207186997
206,2021-04-01,TSLA,0.22498439425101968
207,2021-04-02,TSLA,0.31074555443332064
208,2021-04-03,TSLA,0.22349293112172744
209,2021-04-04,TSLA,0.21655104534165
210,2021-04-05,TSLA,0.29602248428878375
211,2021-04-06,TSLA,0.22653422203357332
212,2021-04-07,TSLA,0.16325957819784526
213,2021-04-08,TSLA,0.23486213452892843
214,2021-04-09,TSLA,0.2504567848872393
215,2021-04-10,TSLA,0.19662861545896157
216,2021-04-11,TSLA,0.2282200012350222
217,2021-04-12,TSLA,0.3018783852576744
218,2021-04-13,TSLA,0.27275930711824914
219,2021-04-14,TSLA,0.19553257229947485
220,2021-04-15,TSLA,0.22186601519025861
221,2021-04-16,TSLA,0.29800712034956084
222,2021-04-17,TSLA,0.2527519287150353
223,2021-04-18,TSLA,0.019883403386222197
224,2021-04-19,TSLA,-0.0733055220427923
225,2021-04-20,TSLA,0.1453968118055491
226,2021-04-21,TSLA,0.2412260132675292
227,2021-04-22,TSLA,0.11950385949003976
228,2021-04-23,TSLA,0.24241728078143204
229,2021-04-24,TSLA,0.24286996965296567
230,2021-04-25,TSLA,0.28653814155014695
231,2021-04-26,TSLA,0.09905505876347888
232,2021-01-01,PLTR,0.2575332557774985
233,2021-01-02,PLTR,0.1864810753810721
234,2021-01-03,PLTR,0.2310481442914084
235,2021-01-04,PLTR,0.19905275566255726
236,2021-01-05,PLTR,0.23009367388723362
237,2021-01-06,PLTR,0.1864052098746794
238,2021-01-07,PLTR,0.3045943571305
239,2021-01-08,PLTR,0.2923913927342774
240,2021-01-09,PLTR,0.13946170569302863
241,2021-01-10,PLTR,0.16691978175462188
242,2021-01-11,PLTR,0.322946565970372
243,2021-01-12,PLTR,0.34013727487373413
244,2021-01-13,PLTR,0.1825793683839729
245,2021-01-14,PLTR,0.297257079605921
246,2021-01-15,PLTR,0.23885583474417216
247,2021-01-16,PLTR,0.2576127911911738
248,2021-01-17,PLTR,0.2472298110962652
249,2021-01-18,PLTR,0.3108679050776295
250,2021-01-19,PLTR,0.3014238918174524
251,2021-01-20,PLTR,0.21782980178763975
252,2021-01-21,PLTR,0.20419678560196267
253,2021-01-22,PLTR,0.4311949103106745
254,2021-01-23,PLTR,0.3236978540035824
255,2021-01-24,PLTR,0.2769895808159302
