,Date,Stock,Sentiment
0,2021-01-01,AMC,-0.04100747491853932
1,2021-01-01,GME,0.14398241823474908
2,2021-01-01,NOK,0.42687308179197964
3,2021-01-02,AMC,0.1698122421194884
4,2021-01-02,GME,0.13932147827422756
5,2021-01-02,NOK,0.05094951080779234
6,2021-01-03,AMC,0.049568444823047945
7,2021-01-03,GME,0.1274136830276499
8,2021-01-03,NOK,0.26882243286818264
9,2021-01-04,AMC,0.02682979188102763
10,2021-01-04,GME,0.10004499826593222
11,2021-01-04,NOK,0.2341976416792022
12,2021-01-05,AMC,-0.08195013881146491
13,2021-01-05,GME,0.06876103246695889
14,2021-01-05,NOK,0.1704308268658462
15,2021-01-06,AMC,0.03649869332402256
16,2021-01-06,GME,0.19085726387460122
17,2021-01-06,NOK,0.12167682884527105
18,2021-01-07,AMC,-0.050102217947855465
19,2021-01-07,GME,0.1581683656008079
20,2021-01-07,NOK,0.23082501653116197
21,2021-01-08,AMC,-0.008770644482152135
22,2021-01-08,GME,0.06090355162858032
23,2021-01-08,NOK,0.22579094288924423
24,2021-01-09,AMC,-0.012709898001048714
25,2021-01-09,GME,0.10116082279516074
26,2021-01-09,NOK,0.389362552203238
27,2021-01-10,AMC,0.024301156904959285
28,2021-01-10,GME,0.30800049053970724
29,2021-01-10,NOK,0.23957259187785288
30,2021-01-11,AMC,0.039380945079868716
31,2021-01-11,GME,0.23913193474683758
32,2021-01-11,NOK,0.32289031143163277
33,2021-01-12,AMC,0.2822445286549628
34,2021-01-12,GME,0.2598005842620943
35,2021-01-12,NOK,0.3673633353739408
36,2021-01-13,AMC,0.1164660519933565
37,2021-01-13,GME,0.1463904093252495
38,2021-01-13,NOK,0.27257780427796807
39,2021-01-14,AMC,0.2640201735554174
40,2021-01-14,GME,0.131172544425237
41,2021-01-14,NOK,0.3824697934315781
42,2021-01-15,AMC,0.2238312435046537
43,2021-01-15,GME,0.06809838684799616
44,2021-01-15,NOK,0.25397101062685024
45,2021-01-16,AMC,0.3445447900014498
46,2021-01-16,GME,0.19497584992800407
47,2021-01-16,NOK,0.387377499810258
48,2021-01-17,AMC,0.27870446204599975
49,2021-01-17,GME,0.09109472349854138
50,2021-01-17,NOK,0.0632382039912045
51,2021-01-18,AMC,0.24786117246719197
52,2021-01-18,GME,0.1522391300903723
53,2021-01-18,NOK,0.20683539923047647
54,2021-01-19,AMC,0.3130931355796056
55,2021-01-19,GME,0.099296677091741
56,2021-01-19,NOK,0.1951155460885881
57,2021-01-20,AMC,0.19242991571640597
58,2021-01-20,GME,0.024929793775780126
59,2021-01-20,NOK,0.2635498760953649
60,2021-01-21,AMC,0.20413712639012374
61,2021-01-21,GME,0.004775543021387421
62,2021-01-21,NOK,0.21463891369526156
63,2021-01-22,AMC,0.28055483391752933
64,2021-01-22,GME,0.1283244364813436
65,2021-01-22,NOK,0.18641423243291985
66,2021-01-23,AMC,0.3012900586060025
67,2021-01-23,GME,0.103206736678374
68,2021-01-23,NOK,0.21041102252072758
69,2021-01-24,AMC,0.24027862862324187
70,2021-01-24,GME,0.10032947838085238
71,2021-01-24,NOK,0.28279028954594176
72,2021-01-25,AMC,0.26281094059115273
73,2021-01-25,GME,0.004282175894128159
74,2021-01-25,NOK,0.2611534110797802
75,2021-01-26,AMC,0.18062036682327742
76,2021-01-26,GME,0.00298776766192168
77,2021-01-26,NOK,0.16667477725981736
78,2021-01-27,AMC,-0.1401638555934187
79,2021-01-27,GME,-0.18036132385628298
80,2021-01-27,NOK,-0.020096558568184264
81,2021-01-28,AMC,0.021302330092992632
82,2021-01-28,GME,-0.05288951691228431
83,2021-01-28,NOK,-0.0022453381271334365
84,2021-01-29,AMC,0.13281148075079546
85,2021-01-29,GME,0.07543410498066805
86,2021-01-29,NOK,0.03655973364179954
87,2021-01-30,AMC,0.165896429939894
88,2021-01-30,GME,0.07733234174898826
89,2021-01-30,NOK,0.11504708405991551
90,2021-01-31,AMC,0.13196543283946813
91,2021-01-31,GME,0.040248312742682174
92,2021-01-31,NOK,0.14913264544471166
93,2021-02-01,AMC,0.1106131489785621
94,2021-02-01,GME,-0.0022081307262415066
95,2021-02-01,NOK,0.08826217545510735
96,2021-02-02,AMC,0.06131816101679578
97,2021-02-02,GME,-0.0011620356529019773
98,2021-02-02,NOK,0.08814424488740041
99,2021-02-03,AMC,0.14056749481812586
100,2021-02-03,GME,0.023472856596810743
101,2021-02-03,NOK,0.18589415928791278
102,2021-02-04,AMC,-0.02049769468966406
103,2021-02-04,GME,-0.04660300709411967
104,2021-02-04,NOK,0.037029505524784324
105,2021-02-05,AMC,0.1607032703299774
106,2021-02-05,GME,0.10593861048179679
107,2021-02-05,NOK,0.15426606258552056
108,2021-02-06,AMC,0.20204174911160952
109,2021-02-06,GME,0.09643443712126464
110,2021-02-06,NOK,0.23502322445549817
111,2021-02-07,AMC,0.24551891745079774
112,2021-02-07,GME,0.1259804822425358
113,2021-02-07,NOK,0.3332503189831934
114,2021-02-08,AMC,0.1536600626313593
115,2021-02-08,GME,0.1457824189660605
116,2021-02-08,NOK,0.22060806577617767
117,2021-02-09,AMC,0.05230957787774969
118,2021-02-09,GME,0.040328972727991644
119,2021-02-09,NOK,0.18590550316497684
120,2021-02-10,AMC,0.13126259479660074
121,2021-02-10,GME,0.13109304429846816
122,2021-02-10,NOK,0.1812292565786047
123,2021-02-11,AMC,0.11627583556820173
124,2021-02-11,GME,0.010711572138010524
125,2021-02-11,NOK,0.16228955768280495
126,2021-02-12,AMC,0.2289205803188961
127,2021-02-12,GME,0.13867002138099632
